time	count
720979.39	0.00
723737.48	1.00
723761.49	0.00
723770.48	1.00
723772.16	0.00
723774.53	1.00
723787.15	0.00
723795.18	1.00
723799.83	0.00
723814.09	1.00
723821.12	0.00
723840.73	1.00
723855.87	0.00
725350.12	1.00
725368.44	0.00
725377.96	1.00
725391.88	0.00
725400.78	1.00
725405.33	0.00
725411.93	1.00
725419.11	0.00
725425.98	1.00
725441.68	0.00
727574.19	1.00
727592.05	0.00
727601.61	1.00
727603.06	0.00
727605.22	1.00
727618.32	0.00
727626.40	1.00
727630.82	0.00
727637.64	1.00
727644.63	0.00
727651.44	1.00
727666.53	0.00
729428.72	1.00
729448.77	0.00
729458.59	1.00
729460.54	0.00
729462.91	1.00
729476.29	0.00
729484.42	1.00
729488.77	0.00
729493.23	1.00
729507.48	0.00
729532.45	1.00
729553.64	0.00
730910.61	1.00
730944.13	0.00
730953.48	1.00
730955.05	0.00
730957.43	1.00
730970.27	0.00
730979.03	1.00
730983.38	0.00
730987.96	1.00
730994.55	0.00
731001.94	1.00
731016.97	0.00
732349.48	1.00
732374.39	0.00
732383.76	1.00
732385.55	0.00
732388.06	1.00
732401.01	0.00
732408.70	1.00
732413.17	0.00
732419.53	1.00
732426.55	0.00
732433.88	1.00
732449.17	0.00
733987.01	1.00
734012.61	0.00
734021.96	1.00
734023.83	0.00
734026.02	1.00
734039.23	0.00
734047.05	1.00
734051.31	0.00
734058.72	1.00
734073.44	0.00
734080.28	1.00
734095.57	0.00
735518.16	1.00
735556.78	0.00
735566.45	1.00
735568.10	0.00
735570.31	1.00
735583.43	0.00
735591.76	1.00
735596.28	0.00
735601.06	1.00
735608.19	0.00
735617.65	1.00
735638.85	0.00
736972.71	1.00
736990.30	0.00
736999.80	1.00
737001.38	0.00
737012.56	1.00
737026.58	0.00
737035.45	1.00
737040.38	0.00
737048.52	1.00
737055.61	0.00
737062.58	1.00
737077.46	0.00
738466.31	1.00
738503.05	0.00
738529.97	1.00
738532.18	0.00
738534.69	1.00
738548.48	0.00
738556.87	1.00
738561.68	0.00
738569.13	1.00
738577.14	0.00
738584.20	1.00
738599.88	0.00
739989.80	1.00
740016.95	0.00
740026.44	1.00
740027.91	0.00
740030.20	1.00
740043.45	0.00
740051.48	1.00
740055.74	0.00
740060.12	1.00
740068.12	0.00
740076.78	1.00
740092.97	0.00
741529.66	1.00
741550.05	0.00
741559.57	1.00
741561.64	0.00
741563.82	1.00
741576.92	0.00
741584.89	1.00
741589.43	0.00
741596.64	1.00
741603.76	0.00
741611.13	1.00
741626.33	0.00
743169.31	1.00
743190.41	0.00
743199.57	1.00
743201.47	0.00
743203.71	1.00
743216.33	0.00
743223.83	1.00
743228.19	0.00
743235.22	1.00
743243.21	0.00
743249.32	1.00
743264.18	0.00
743367.45	1.00
743369.12	0.00
743370.75	1.00
743387.80	0.00
743393.57	1.00
743394.99	0.00
743396.17	1.00
743404.38	0.00
743411.60	1.00
743414.93	0.00
743419.29	1.00
743424.74	0.00
743430.17	1.00
743444.15	0.00
743528.86	1.00
743530.50	0.00
743534.02	1.00
743545.99	0.00
743553.38	1.00
743564.28	0.00
743572.53	1.00
743575.67	0.00
743583.43	1.00
743588.61	0.00
743594.80	1.00
743605.46	0.00
744834.43	1.00
744854.42	0.00
744865.39	1.00
744879.27	0.00
744887.91	1.00
744892.62	0.00
744899.24	1.00
744907.02	0.00
744913.37	1.00
744928.52	0.00
746014.71	1.00
746033.17	0.00
746044.24	1.00
746058.10	0.00
746066.94	1.00
746071.48	0.00
746078.12	1.00
746085.06	0.00
746091.55	1.00
746107.80	0.00
746213.40	1.00
746215.20	0.00
746217.24	1.00
746227.83	0.00
746232.92	1.00
746234.51	0.00
746235.69	1.00
746243.07	0.00
746250.12	1.00
746253.65	0.00
746260.07	1.00
746265.60	0.00
746271.73	1.00
746289.82	0.00
749067.27	1.00
749099.28	0.00
749109.05	1.00
749111.29	0.00
749113.49	1.00
749126.56	0.00
749134.94	1.00
749139.25	0.00
749143.75	1.00
749150.69	0.00
749160.02	1.00
749174.97	0.00
750655.30	1.00
750678.63	0.00
750688.43	1.00
750690.07	0.00
750692.62	1.00
750705.37	0.00
750713.41	1.00
750717.97	0.00
750724.39	1.00
750730.96	0.00
750735.78	1.00
750751.32	0.00
752865.92	1.00
752885.99	0.00
752895.40	1.00
752909.01	0.00
752918.43	1.00
752922.99	0.00
752930.12	1.00
752936.68	0.00
752943.59	1.00
752958.45	0.00
752966.03	1.00
752967.12	0.00
754739.61	1.00
754757.14	0.00
754766.74	1.00
754780.18	0.00
754789.14	1.00
754793.88	0.00
754800.55	1.00
754807.71	0.00
754814.04	1.00
754832.02	0.00
756190.49	1.00
756208.37	0.00
756219.97	1.00
756233.59	0.00
756242.68	1.00
756247.40	0.00
756254.56	1.00
756262.93	0.00
756269.74	1.00
756291.51	0.00
757641.98	1.00
757660.16	0.00
757671.11	1.00
757685.18	0.00
757693.77	1.00
757698.24	0.00
757705.51	1.00
757712.22	0.00
757719.01	1.00
757734.45	0.00
759271.19	1.00
759289.25	0.00
759300.53	1.00
759314.21	0.00
759322.82	1.00
759327.04	0.00
759331.88	1.00
759339.53	0.00
759346.19	1.00
759362.81	0.00
760793.90	1.00
760812.32	0.00
760821.59	1.00
760823.43	0.00
760825.64	1.00
760838.80	0.00
760846.56	1.00
760851.23	0.00
760857.70	1.00
760864.48	0.00
760870.01	1.00
760885.74	0.00
762257.27	1.00
762278.54	0.00
762288.01	1.00
762289.84	0.00
762292.28	1.00
762305.14	0.00
762313.46	1.00
762318.20	0.00
762324.40	1.00
762331.05	0.00
762337.93	1.00
762360.40	0.00
763758.44	1.00
763776.44	0.00
763786.05	1.00
763800.34	0.00
763809.15	1.00
763814.16	0.00
763821.11	1.00
763828.60	0.00
763835.46	1.00
763853.82	0.00
765264.20	1.00
765282.02	0.00
765293.46	1.00
765307.64	0.00
765316.37	1.00
765321.05	0.00
765327.78	1.00
765334.46	0.00
765341.29	1.00
765356.97	0.00
766785.42	1.00
766803.99	0.00
766815.62	1.00
766829.49	0.00
766837.96	1.00
766842.54	0.00
766849.76	1.00
766856.18	0.00
766863.14	1.00
766879.19	0.00
768449.82	1.00
768477.40	0.00
768486.97	1.00
768489.13	0.00
768491.27	1.00
768510.24	0.00
768518.56	1.00
768523.14	0.00
768527.79	1.00
768535.09	0.00
768541.53	1.00
768556.64	0.00
768660.49	1.00
768662.30	0.00
768664.14	1.00
768673.33	0.00
768678.99	1.00
768680.15	0.00
768682.31	1.00
768690.32	0.00
768697.47	1.00
768700.60	0.00
768712.66	1.00
768718.60	0.00
768725.36	1.00
768737.36	0.00
768819.14	1.00
768821.30	0.00
768829.37	1.00
768842.92	0.00
768848.42	1.00
768855.32	0.00
768864.10	1.00
768867.17	0.00
768873.90	1.00
768878.64	0.00
768885.07	1.00
768895.29	0.00
770085.54	1.00
770103.57	0.00
770115.12	1.00
770129.26	0.00
770137.73	1.00
770142.30	0.00
770148.93	1.00
770156.23	0.00
770162.74	1.00
770179.13	0.00
771270.97	1.00
771289.38	0.00
771300.38	1.00
771314.59	0.00
771323.08	1.00
771327.62	0.00
771334.60	1.00
771342.16	0.00
771348.39	1.00
771369.96	0.00
771473.84	1.00
771475.52	0.00
771477.72	1.00
771492.40	0.00
771506.80	1.00
771516.98	0.00
771526.01	1.00
771529.22	0.00
771533.79	1.00
771538.98	0.00
771545.52	1.00
771556.64	0.00
774323.28	1.00
774346.43	0.00
774355.61	1.00
774357.81	0.00
774360.15	1.00
774372.89	0.00
774381.40	1.00
774386.66	0.00
774392.64	1.00
774399.75	0.00
774406.31	1.00
774421.03	0.00
775927.74	1.00
775945.39	0.00
775954.71	1.00
775955.85	0.00
775966.76	1.00
775980.93	0.00
775989.82	1.00
775995.74	0.00
776002.15	1.00
776008.81	0.00
776015.37	1.00
776031.90	0.00
778133.39	1.00
778154.49	0.00
778163.97	1.00
778166.31	0.00
778168.51	1.00
778181.37	0.00
778189.70	1.00
778194.39	0.00
778200.78	1.00
778207.63	0.00
778214.41	1.00
778234.93	0.00
780020.95	1.00
780046.64	0.00
780056.34	1.00
780057.72	0.00
780060.20	1.00
780073.70	0.00
780082.31	1.00
780086.55	0.00
780091.04	1.00
780098.54	0.00
780108.98	1.00
780124.68	0.00
781468.19	1.00
781489.52	0.00
781532.33	1.00
781547.67	0.00
781559.10	1.00
781563.92	0.00
781570.69	1.00
781577.56	0.00
781584.75	1.00
781599.82	0.00
782929.19	1.00
782962.46	0.00
782971.69	1.00
782973.62	0.00
782975.83	1.00
782988.94	0.00
782996.97	1.00
783002.75	0.00
783009.66	1.00
783016.91	0.00
783023.24	1.00
783038.24	0.00
784547.35	1.00
784567.02	0.00
784576.24	1.00
784578.03	0.00
784582.89	1.00
784596.27	0.00
784604.11	1.00
784608.79	0.00
784615.57	1.00
784622.31	0.00
784626.46	1.00
784647.80	0.00
786067.27	1.00
786086.66	0.00
786095.97	1.00
786097.69	0.00
786102.60	1.00
786115.55	0.00
786123.72	1.00
786128.12	0.00
786134.43	1.00
786140.97	0.00
786149.59	1.00
786166.26	0.00
787528.71	1.00
787567.15	0.00
787576.77	1.00
787578.62	0.00
787580.90	1.00
787593.76	0.00
787601.88	1.00
787606.12	0.00
787612.92	1.00
787620.30	0.00
787626.73	1.00
787641.79	0.00
789012.78	1.00
789035.07	0.00
789044.63	1.00
789046.69	0.00
789048.67	1.00
789061.50	0.00
789069.69	1.00
789073.99	0.00
789080.88	1.00
789088.41	0.00
789095.14	1.00
789110.76	0.00
790535.98	1.00
790554.04	0.00
790563.35	1.00
790564.80	0.00
790576.21	1.00
790590.00	0.00
790598.44	1.00
790603.39	0.00
790610.13	1.00
790616.95	0.00
790628.74	1.00
790645.01	0.00
792043.56	1.00
792063.26	0.00
792073.31	1.00
792074.70	0.00
792076.94	1.00
792090.18	0.00
792098.76	1.00
792104.69	0.00
792111.24	1.00
792118.35	0.00
792124.87	1.00
792140.30	0.00
793693.82	1.00
793717.62	0.00
793726.76	1.00
793728.93	0.00
793731.09	1.00
793743.99	0.00
793752.23	1.00
793756.85	0.00
793763.64	1.00
793771.20	0.00
793777.65	1.00
793800.92	0.00
793905.44	1.00
793907.16	0.00
793909.91	1.00
793918.99	0.00
793924.86	1.00
793925.72	0.00
793927.23	1.00
793935.11	0.00
793942.04	1.00
793945.55	0.00
793951.55	1.00
793956.70	0.00
793963.08	1.00
793974.74	0.00
794064.79	1.00
794066.20	0.00
794069.69	1.00
794085.28	0.00
794090.89	1.00
794099.64	0.00
794107.35	1.00
794110.53	0.00
794116.79	1.00
794122.57	0.00
794128.70	1.00
794138.66	0.00
795351.72	1.00
795371.38	0.00
795382.25	1.00
795396.14	0.00
795404.95	1.00
795409.47	0.00
795416.16	1.00
795423.34	0.00
795429.75	1.00
795445.06	0.00
796548.87	1.00
796566.86	0.00
796577.83	1.00
796591.81	0.00
796600.70	1.00
796605.23	0.00
796611.88	1.00
796619.01	0.00
796625.89	1.00
796642.31	0.00
796713.89	1.00
796715.76	0.00
796717.90	1.00
796728.51	0.00
796734.05	1.00
796735.70	0.00
796737.69	1.00
796745.08	0.00
796752.24	1.00
796755.47	0.00
796759.83	1.00
796765.04	0.00
796771.38	1.00
796782.83	0.00
799542.11	1.00
799564.26	0.00
799575.59	1.00
799589.47	0.00
799598.29	1.00
799602.79	0.00
799609.93	1.00
799617.68	0.00
799624.44	1.00
